sim,region_name,day,A,alpha,delta,gamma,mew,mew1,N,Vp,Vf,S,E,I,R
2,ARGENTINA,672,700000,0.000011,1.27,1.10,0.15,0.163,4330990,0.65,0.55,124118,432950,390254,3383670
2,SPAIN,599,700000,0.000010,1.25,1.11,0.15,0.160,4414730,0.70,0.60,133526,430482,379741,3470980
2,ARGENTINA,673,700000,0.000011,1.27,1.10,0.15,0.163,4330970,0.65,0.55,124118,432950,390254,3383640
2,SPAIN,600,700000,0.000010,1.25,1.11,0.15,0.160,4414640,0.70,0.60,133526,430482,379741,3470890
2,ARGENTINA,674,700000,0.000011,1.27,1.10,0.15,0.163,4330940,0.65,0.55,124118,432950,390254,3383620
2,SPAIN,601,700000,0.000010,1.25,1.11,0.15,0.160,4414550,0.70,0.60,133526,430482,379741,3470800
2,ARGENTINA,675,700000,0.000011,1.27,1.10,0.15,0.163,4330920,0.65,0.55,124118,432950,390254,3383590
2,SPAIN,602,700000,0.000010,1.25,1.11,0.15,0.160,4414460,0.70,0.60,133526,430482,379741,3470710
2,ARGENTINA,676,700000,0.000011,1.27,1.10,0.15,0.163,4330890,0.65,0.55,124118,432950,390254,3383570
2,SPAIN,603,700000,0.000010,1.25,1.11,0.15,0.160,4414380,0.70,0.60,133526,430482,379741,3470630
2,ARGENTINA,677,700000,0.000011,1.27,1.10,0.15,0.163,4330870,0.65,0.55,124118,432950,390254,3383540
2,SPAIN,604,700000,0.000010,1.25,1.11,0.15,0.160,4414290,0.70,0.60,133526,430482,379741,3470540
2,ARGENTINA,678,700000,0.000011,1.27,1.10,0.15,0.163,4330840,0.65,0.55,124118,432950,390254,3383520
2,SPAIN,605,700000,0.000010,1.25,1.11,0.15,0.160,4414210,0.70,0.60,133526,430482,379741,3470460
2,ARGENTINA,679,700000,0.000011,1.27,1.10,0.15,0.163,4330820,0.65,0.55,124118,432950,390254,3383490
2,SPAIN,606,700000,0.000010,1.25,1.11,0.15,0.160,4414130,0.70,0.60,133526,430482,379741,3470380
2,ARGENTINA,680,700000,0.000011,1.27,1.10,0.15,0.163,4330790,0.65,0.55,124118,432950,390254,3383470
2,SPAIN,607,700000,0.000010,1.25,1.11,0.15,0.160,4414050,0.70,0.60,133526,430482,379741,3470300
2,ARGENTINA,681,700000,0.000011,1.27,1.10,0.15,0.163,4330770,0.65,0.55,124118,432950,390254,3383450
2,SPAIN,608,700000,0.000010,1.25,1.11,0.15,0.160,4413970,0.70,0.60,133526,430482,379741,3470220
2,ARGENTINA,682,700000,0.000011,1.27,1.10,0.15,0.163,4330750,0.65,0.55,124118,432950,390254,3383420
2,SPAIN,609,700000,0.000010,1.25,1.11,0.15,0.160,4413900,0.70,0.60,133526,430482,379741,3470150
2,ARGENTINA,683,700000,0.000011,1.27,1.10,0.15,0.163,4330720,0.65,0.55,124118,432950,390254,3383400
2,SPAIN,610,700000,0.000010,1.25,1.11,0.15,0.160,4413820,0.70,0.60,133526,430482,379741,3470070
2,ARGENTINA,684,700000,0.000011,1.27,1.10,0.15,0.163,4330700,0.65,0.55,124118,432950,390254,3383380
2,SPAIN,611,700000,0.000010,1.25,1.11,0.15,0.160,4413740,0.70,0.60,133526,430482,379741,3469990
2,ARGENTINA,685,700000,0.000011,1.27,1.10,0.15,0.163,4330680,0.65,0.55,124118,432950,390254,3383360
2,SPAIN,612,700000,0.000010,1.25,1.11,0.15,0.160,4413670,0.70,0.60,133526,430482,379741,3469920
2,ARGENTINA,686,700000,0.000011,1.27,1.10,0.15,0.163,4330660,0.65,0.55,124118,432950,390254,3383330
2,SPAIN,613,700000,0.000010,1.25,1.11,0.15,0.160,4413600,0.70,0.60,133526,430482,379741,3469850
2,ARGENTINA,687,700000,0.000011,1.27,1.10,0.15,0.163,4330630,0.65,0.55,124118,432950,390254,3383310
2,ARGENTINA,688,700000,0.000011,1.27,1.10,0.15,0.163,4330610,0.65,0.55,124118,432950,390254,3383290
2,SPAIN,614,700000,0.000010,1.25,1.11,0.15,0.160,4413520,0.70,0.60,133526,430482,379741,3469770
2,ARGENTINA,689,700000,0.000011,1.27,1.10,0.15,0.163,4330590,0.65,0.55,124118,432950,390254,3383270
2,SPAIN,615,700000,0.000010,1.25,1.11,0.15,0.160,4413450,0.70,0.60,133526,430482,379741,3469700
2,ARGENTINA,690,700000,0.000011,1.27,1.10,0.15,0.163,4330570,0.65,0.55,124118,432950,390254,3383250
2,SPAIN,616,700000,0.000010,1.25,1.11,0.15,0.160,4413380,0.70,0.60,133526,430482,379741,3469630
2,ARGENTINA,691,700000,0.000011,1.27,1.10,0.15,0.163,4330550,0.65,0.55,124118,432950,390254,3383230
2,SPAIN,617,700000,0.000010,1.25,1.11,0.15,0.160,4413310,0.70,0.60,133526,430482,379741,3469560
2,ARGENTINA,692,700000,0.000011,1.27,1.10,0.15,0.163,4330530,0.65,0.55,124118,432950,390254,3383210
2,SPAIN,618,700000,0.000010,1.25,1.11,0.15,0.160,4413240,0.70,0.60,133526,430482,379741,3469490
2,ARGENTINA,693,700000,0.000011,1.27,1.10,0.15,0.163,4330510,0.65,0.55,124118,432950,390254,3383190
2,SPAIN,619,700000,0.000010,1.25,1.11,0.15,0.160,4413180,0.70,0.60,133526,430482,379741,3469430
2,ARGENTINA,694,700000,0.000011,1.27,1.10,0.15,0.163,4330490,0.65,0.55,124118,432950,390254,3383170
2,SPAIN,620,700000,0.000010,1.25,1.11,0.15,0.160,4413110,0.70,0.60,133526,430482,379741,3469360
2,ARGENTINA,695,700000,0.000011,1.27,1.10,0.15,0.163,4330470,0.65,0.55,124118,432950,390254,3383150
2,SPAIN,621,700000,0.000010,1.25,1.11,0.15,0.160,4413040,0.70,0.60,133526,430482,379741,3469290
2,ARGENTINA,696,700000,0.000011,1.27,1.10,0.15,0.163,4330450,0.65,0.55,124118,432950,390254,3383130
2,SPAIN,622,700000,0.000010,1.25,1.11,0.15,0.160,4412980,0.70,0.60,133526,430482,379741,3469230
2,ARGENTINA,697,700000,0.000011,1.27,1.10,0.15,0.163,4330430,0.65,0.55,124118,432950,390254,3383110
2,SPAIN,623,700000,0.000010,1.25,1.11,0.15,0.160,4412920,0.70,0.60,133526,430482,379741,3469170
2,ARGENTINA,698,700000,0.000011,1.27,1.10,0.15,0.163,4330420,0.65,0.55,124118,432950,390254,3383090
2,SPAIN,624,700000,0.000010,1.25,1.11,0.15,0.160,4412850,0.70,0.60,133526,430482,379741,3469100
2,ARGENTINA,699,700000,0.000011,1.27,1.10,0.15,0.163,4330400,0.65,0.55,124118,432950,390254,3383080
2,SPAIN,625,700000,0.000010,1.25,1.11,0.15,0.160,4412790,0.70,0.60,133526,430482,379741,3469040
2,ARGENTINA,700,700000,0.000011,1.27,1.10,0.15,0.163,4330380,0.65,0.55,124118,432950,390254,3383060
2,SPAIN,626,700000,0.000010,1.25,1.11,0.15,0.160,4412730,0.70,0.60,133526,430482,379741,3468980
2,ARGENTINA,701,700000,0.000011,1.27,1.10,0.15,0.163,4330360,0.65,0.55,124118,432950,390254,3383040
2,SPAIN,627,700000,0.000010,1.25,1.11,0.15,0.160,4412670,0.70,0.60,133526,430482,379741,3468920
2,ARGENTINA,702,700000,0.000011,1.27,1.10,0.15,0.163,4330340,0.65,0.55,124118,432950,390254,3383020
2,SPAIN,628,700000,0.000010,1.25,1.11,0.15,0.160,4412610,0.70,0.60,133526,430482,379741,3468860
2,ARGENTINA,703,700000,0.000011,1.27,1.10,0.15,0.163,4330330,0.65,0.55,124118,432950,390254,3383010
2,SPAIN,629,700000,0.000010,1.25,1.11,0.15,0.160,4412550,0.70,0.60,133526,430482,379741,3468800
2,ARGENTINA,704,700000,0.000011,1.27,1.10,0.15,0.163,4330310,0.65,0.55,124118,432950,390254,3382990
2,SPAIN,630,700000,0.000010,1.25,1.11,0.15,0.160,4412500,0.70,0.60,133526,430482,379741,3468740
2,ARGENTINA,705,700000,0.000011,1.27,1.10,0.15,0.163,4330290,0.65,0.55,124118,432950,390254,3382970
2,SPAIN,631,700000,0.000010,1.25,1.11,0.15,0.160,4412440,0.70,0.60,133526,430482,379741,3468690
2,ARGENTINA,706,700000,0.000011,1.27,1.10,0.15,0.163,4330280,0.65,0.55,124118,432950,390254,3382960
2,SPAIN,632,700000,0.000010,1.25,1.11,0.15,0.160,4412380,0.70,0.60,133526,430482,379741,3468630
2,ARGENTINA,707,700000,0.000011,1.27,1.10,0.15,0.163,4330260,0.65,0.55,124118,432950,390254,3382940
2,SPAIN,633,700000,0.000010,1.25,1.11,0.15,0.160,4412330,0.70,0.60,133526,430482,379741,3468580
2,ARGENTINA,708,700000,0.000011,1.27,1.10,0.15,0.163,4330250,0.65,0.55,124118,432950,390254,3382920
2,SPAIN,634,700000,0.000010,1.25,1.11,0.15,0.160,4412270,0.70,0.60,133526,430482,379741,3468520
2,ARGENTINA,709,700000,0.000011,1.27,1.10,0.15,0.163,4330230,0.65,0.55,124118,432950,390254,3382910
2,SPAIN,635,700000,0.000010,1.25,1.11,0.15,0.160,4412220,0.70,0.60,133526,430482,379741,3468470
2,ARGENTINA,710,700000,0.000011,1.27,1.10,0.15,0.163,4330210,0.65,0.55,124118,432950,390254,3382890
2,SPAIN,636,700000,0.000010,1.25,1.11,0.15,0.160,4412170,0.70,0.60,133526,430482,379741,3468420
2,ARGENTINA,711,700000,0.000011,1.27,1.10,0.15,0.163,4330200,0.65,0.55,124118,432950,390254,3382880
2,SPAIN,637,700000,0.000010,1.25,1.11,0.15,0.160,4412120,0.70,0.60,133526,430482,379741,3468370
2,ARGENTINA,712,700000,0.000011,1.27,1.10,0.15,0.163,4330180,0.65,0.55,124118,432950,390254,3382860
2,SPAIN,638,700000,0.000010,1.25,1.11,0.15,0.160,4412060,0.70,0.60,133526,430482,379741,3468310
2,ARGENTINA,713,700000,0.000011,1.27,1.10,0.15,0.163,4330170,0.65,0.55,124118,432950,390254,3382850
2,SPAIN,639,700000,0.000010,1.25,1.11,0.15,0.160,4412010,0.70,0.60,133526,430482,379741,3468260
2,ARGENTINA,714,700000,0.000011,1.27,1.10,0.15,0.163,4330160,0.65,0.55,124118,432950,390254,3382830
2,SPAIN,640,700000,0.000010,1.25,1.11,0.15,0.160,4411960,0.70,0.60,133526,430482,379741,3468210
2,ARGENTINA,715,700000,0.000011,1.27,1.10,0.15,0.163,4330140,0.65,0.55,124118,432950,390254,3382820
2,SPAIN,641,700000,0.000010,1.25,1.11,0.15,0.160,4411910,0.70,0.60,133526,430482,379741,3468160
2,ARGENTINA,716,700000,0.000011,1.27,1.10,0.15,0.163,4330130,0.65,0.55,124118,432950,390254,3382800
2,SPAIN,642,700000,0.000010,1.25,1.11,0.15,0.160,4411870,0.70,0.60,133526,430482,379741,3468120
2,ARGENTINA,717,700000,0.000011,1.27,1.10,0.15,0.163,4330110,0.65,0.55,124118,432950,390254,3382790
2,SPAIN,643,700000,0.000010,1.25,1.11,0.15,0.160,4411820,0.70,0.60,133526,430482,379741,3468070
2,ARGENTINA,718,700000,0.000011,1.27,1.10,0.15,0.163,4330100,0.65,0.55,124118,432950,390254,3382780
2,SPAIN,644,700000,0.000010,1.25,1.11,0.15,0.160,4411770,0.70,0.60,133526,430482,379741,3468020
2,ARGENTINA,719,700000,0.000011,1.27,1.10,0.15,0.163,4330090,0.65,0.55,124118,432950,390254,3382760
2,SPAIN,645,700000,0.000010,1.25,1.11,0.15,0.160,4411730,0.70,0.60,133526,430482,379741,3467980
2,ARGENTINA,720,700000,0.000011,1.27,1.10,0.15,0.163,4330070,0.65,0.55,124118,432950,390254,3382750
2,SPAIN,646,700000,0.000010,1.25,1.11,0.15,0.160,4411680,0.70,0.60,133526,430482,379741,3467930
2,ARGENTINA,721,700000,0.000011,1.27,1.10,0.15,0.163,4330060,0.65,0.55,124118,432950,390254,3382740
2,SPAIN,647,700000,0.000010,1.25,1.11,0.15,0.160,4411640,0.70,0.60,133526,430482,379741,3467890
2,ARGENTINA,722,700000,0.000011,1.27,1.10,0.15,0.163,4330050,0.65,0.55,124118,432950,390254,3382720
2,SPAIN,648,700000,0.000010,1.25,1.11,0.15,0.160,4411590,0.70,0.60,133526,430482,379741,3467840
2,ARGENTINA,723,700000,0.000011,1.27,1.10,0.15,0.163,4330030,0.65,0.55,124118,432950,390254,3382710
2,ARGENTINA,724,700000,0.000011,1.27,1.10,0.15,0.163,4330020,0.65,0.55,124118,432950,390254,3382700
2,SPAIN,649,700000,0.000010,1.25,1.11,0.15,0.160,4411550,0.70,0.60,133526,430482,379741,3467800
2,ARGENTINA,725,700000,0.000011,1.27,1.10,0.15,0.163,4330010,0.65,0.55,124118,432950,390254,3382690
2,SPAIN,650,700000,0.000010,1.25,1.11,0.15,0.160,4411500,0.70,0.60,133526,430482,379741,3467760
2,ARGENTINA,726,700000,0.000011,1.27,1.10,0.15,0.163,4330000,0.65,0.55,124118,432950,390254,3382680
2,SPAIN,651,700000,0.000010,1.25,1.11,0.15,0.160,4411460,0.70,0.60,133526,430482,379741,3467710
2,ARGENTINA,727,700000,0.000011,1.27,1.10,0.15,0.163,4329980,0.65,0.55,124118,432950,390254,3382660
2,SPAIN,652,700000,0.000010,1.25,1.11,0.15,0.160,4411420,0.70,0.60,133526,430482,379741,3467670
2,ARGENTINA,728,700000,0.000011,1.27,1.10,0.15,0.163,4329970,0.65,0.55,124118,432950,390254,3382650
2,SPAIN,653,700000,0.000010,1.25,1.11,0.15,0.160,4411380,0.70,0.60,133526,430482,379741,3467630
2,ARGENTINA,729,700000,0.000011,1.27,1.10,0.15,0.163,4329960,0.65,0.55,124118,432950,390254,3382640
2,SPAIN,654,700000,0.000010,1.25,1.11,0.15,0.160,4411340,0.70,0.60,133526,430482,379741,3467590
2,ARGENTINA,730,700000,0.000011,1.27,1.10,0.15,0.163,4329950,0.65,0.55,124118,432950,390254,3382630
2,SPAIN,655,700000,0.000010,1.25,1.11,0.15,0.160,4411300,0.70,0.60,133526,430482,379741,3467550
2,ARGENTINA,731,700000,0.000011,1.27,1.10,0.15,0.163,4329940,0.65,0.55,124118,432950,390254,3382620
2,SPAIN,656,700000,0.000010,1.25,1.11,0.15,0.160,4411260,0.70,0.60,133526,430482,379741,3467510
2,ARGENTINA,732,700000,0.000011,1.27,1.10,0.15,0.163,4329930,0.65,0.55,124118,432950,390254,3382600
2,SPAIN,657,700000,0.000010,1.25,1.11,0.15,0.160,4411220,0.70,0.60,133526,430482,379741,3467470
2,ARGENTINA,733,700000,0.000011,1.27,1.10,0.15,0.163,4329920,0.65,0.55,124118,432950,390254,3382590
2,SPAIN,658,700000,0.000010,1.25,1.11,0.15,0.160,4411180,0.70,0.60,133526,430482,379741,3467430
2,ARGENTINA,734,700000,0.000011,1.27,1.10,0.15,0.163,4329910,0.65,0.55,124118,432950,390254,3382580
2,SPAIN,659,700000,0.000010,1.25,1.11,0.15,0.160,4411140,0.70,0.60,133526,430482,379741,3467390
2,ARGENTINA,735,700000,0.000011,1.27,1.10,0.15,0.163,4329890,0.65,0.55,124118,432950,390254,3382570
2,SPAIN,660,700000,0.000010,1.25,1.11,0.15,0.160,4411110,0.70,0.60,133526,430482,379741,3467360
2,ARGENTINA,736,700000,0.000011,1.27,1.10,0.15,0.163,4329880,0.65,0.55,124118,432950,390254,3382560
2,SPAIN,661,700000,0.000010,1.25,1.11,0.15,0.160,4411070,0.70,0.60,133526,430482,379741,3467320
2,ARGENTINA,737,700000,0.000011,1.27,1.10,0.15,0.163,4329870,0.65,0.55,124118,432950,390254,3382550
2,SPAIN,662,700000,0.000010,1.25,1.11,0.15,0.160,4411040,0.70,0.60,133526,430482,379741,3467290
2,ARGENTINA,738,700000,0.000011,1.27,1.10,0.15,0.163,4329860,0.65,0.55,124118,432950,390254,3382540
2,SPAIN,663,700000,0.000010,1.25,1.11,0.15,0.160,4411000,0.70,0.60,133526,430482,379741,3467250
2,ARGENTINA,739,700000,0.000011,1.27,1.10,0.15,0.163,4329850,0.65,0.55,124118,432950,390254,3382530
2,SPAIN,664,700000,0.000010,1.25,1.11,0.15,0.160,4410960,0.70,0.60,133526,430482,379741,3467220
2,ARGENTINA,740,700000,0.000011,1.27,1.10,0.15,0.163,4329840,0.65,0.55,124118,432950,390254,3382520
2,SPAIN,665,700000,0.000010,1.25,1.11,0.15,0.160,4410930,0.70,0.60,133526,430482,379741,3467180
2,ARGENTINA,741,700000,0.000011,1.27,1.10,0.15,0.163,4329830,0.65,0.55,124118,432950,390254,3382510
2,SPAIN,666,700000,0.000010,1.25,1.11,0.15,0.160,4410900,0.70,0.60,133526,430482,379741,3467150
2,ARGENTINA,742,700000,0.000011,1.27,1.10,0.15,0.163,4329820,0.65,0.55,124118,432950,390254,3382500
2,SPAIN,667,700000,0.000010,1.25,1.11,0.15,0.160,4410860,0.70,0.60,133526,430482,379741,3467110
2,ARGENTINA,743,700000,0.000011,1.27,1.10,0.15,0.163,4329810,0.65,0.55,124118,432950,390254,3382490
2,SPAIN,668,700000,0.000010,1.25,1.11,0.15,0.160,4410830,0.70,0.60,133526,430482,379741,3467080
2,ARGENTINA,744,700000,0.000011,1.27,1.10,0.15,0.163,4329810,0.65,0.55,124118,432950,390254,3382480
2,SPAIN,669,700000,0.000010,1.25,1.11,0.15,0.160,4410800,0.70,0.60,133526,430482,379741,3467050
2,ARGENTINA,745,700000,0.000011,1.27,1.10,0.15,0.163,4329800,0.65,0.55,124118,432950,390254,3382470
2,SPAIN,670,700000,0.000010,1.25,1.11,0.15,0.160,4410760,0.70,0.60,133526,430482,379741,3467020
2,ARGENTINA,746,700000,0.000011,1.27,1.10,0.15,0.163,4329790,0.65,0.55,124118,432950,390254,3382460
2,SPAIN,671,700000,0.000010,1.25,1.11,0.15,0.160,4410730,0.70,0.60,133526,430482,379741,3466980
2,ARGENTINA,747,700000,0.000011,1.27,1.10,0.15,0.163,4329780,0.65,0.55,124118,432950,390254,3382460
2,SPAIN,672,700000,0.000010,1.25,1.11,0.15,0.160,4410700,0.70,0.60,133526,430482,379741,3466950
2,ARGENTINA,748,700000,0.000011,1.27,1.10,0.15,0.163,4329770,0.65,0.55,124118,432950,390254,3382450
2,SPAIN,673,700000,0.000010,1.25,1.11,0.15,0.160,4410670,0.70,0.60,133526,430482,379741,3466920
2,ARGENTINA,749,700000,0.000011,1.27,1.10,0.15,0.163,4329760,0.65,0.55,124118,432950,390254,3382440
2,SPAIN,674,700000,0.000010,1.25,1.11,0.15,0.160,4410640,0.70,0.60,133526,430482,379741,3466890
2,ARGENTINA,750,700000,0.000011,1.27,1.10,0.15,0.163,4329750,0.65,0.55,124118,432950,390254,3382430
2,SPAIN,675,700000,0.000010,1.25,1.11,0.15,0.160,4410610,0.70,0.60,133526,430482,379741,3466860
2,ARGENTINA,751,700000,0.000011,1.27,1.10,0.15,0.163,4329740,0.65,0.55,124118,432950,390254,3382420
2,SPAIN,676,700000,0.000010,1.25,1.11,0.15,0.160,4410580,0.70,0.60,133526,430482,379741,3466830
2,ARGENTINA,752,700000,0.000011,1.27,1.10,0.15,0.163,4329740,0.65,0.55,124118,432950,390254,3382410
2,SPAIN,677,700000,0.000010,1.25,1.11,0.15,0.160,4410550,0.70,0.60,133526,430482,379741,3466800
2,ARGENTINA,753,700000,0.000011,1.27,1.10,0.15,0.163,4329730,0.65,0.55,124118,432950,390254,3382400
2,SPAIN,678,700000,0.000010,1.25,1.11,0.15,0.160,4410520,0.70,0.60,133526,430482,379741,3466770
2,ARGENTINA,754,700000,0.000011,1.27,1.10,0.15,0.163,4329720,0.65,0.55,124118,432950,390254,3382400
2,SPAIN,679,700000,0.000010,1.25,1.11,0.15,0.160,4410490,0.70,0.60,133526,430482,379741,3466740
2,ARGENTINA,755,700000,0.000011,1.27,1.10,0.15,0.163,4329710,0.65,0.55,124118,432950,390254,3382390
2,SPAIN,680,700000,0.000010,1.25,1.11,0.15,0.160,4410470,0.70,0.60,133526,430482,379741,3466720
2,ARGENTINA,756,700000,0.000011,1.27,1.10,0.15,0.163,4329700,0.65,0.55,124118,432950,390254,3382380
2,SPAIN,681,700000,0.000010,1.25,1.11,0.15,0.160,4410440,0.70,0.60,133526,430482,379741,3466690
2,ARGENTINA,757,700000,0.000011,1.27,1.10,0.15,0.163,4329700,0.65,0.55,124118,432950,390254,3382370
2,SPAIN,682,700000,0.000010,1.25,1.11,0.15,0.160,4410410,0.70,0.60,133526,430482,379741,3466660
2,ARGENTINA,758,700000,0.000011,1.27,1.10,0.15,0.163,4329690,0.65,0.55,124118,432950,390254,3382370
2,SPAIN,683,700000,0.000010,1.25,1.11,0.15,0.160,4410390,0.70,0.60,133526,430482,379741,3466640
2,ARGENTINA,759,700000,0.000011,1.27,1.10,0.15,0.163,4329680,0.65,0.55,124118,432950,390254,3382360
2,SPAIN,684,700000,0.000010,1.25,1.11,0.15,0.160,4410360,0.70,0.60,133526,430482,379741,3466610
2,ARGENTINA,760,700000,0.000011,1.27,1.10,0.15,0.163,4329670,0.65,0.55,124118,432950,390254,3382350
2,SPAIN,685,700000,0.000010,1.25,1.11,0.15,0.160,4410330,0.70,0.60,133526,430482,379741,3466580
2,ARGENTINA,761,700000,0.000011,1.27,1.10,0.15,0.163,4329670,0.65,0.55,124118,432950,390254,3382340
2,SPAIN,686,700000,0.000010,1.25,1.11,0.15,0.160,4410310,0.70,0.60,133526,430482,379741,3466560
2,ARGENTINA,762,700000,0.000011,1.27,1.10,0.15,0.163,4329660,0.65,0.55,124118,432950,390254,3382340
2,ARGENTINA,763,700000,0.000011,1.27,1.10,0.15,0.163,4329650,0.65,0.55,124118,432950,390254,3382330
2,SPAIN,687,700000,0.000010,1.25,1.11,0.15,0.160,4410280,0.70,0.60,133526,430482,379741,3466530
2,ARGENTINA,764,700000,0.000011,1.27,1.10,0.15,0.163,4329640,0.65,0.55,124118,432950,390254,3382320
2,SPAIN,688,700000,0.000010,1.25,1.11,0.15,0.160,4410260,0.70,0.60,133526,430482,379741,3466510
2,ARGENTINA,765,700000,0.000011,1.27,1.10,0.15,0.163,4329640,0.65,0.55,124118,432950,390254,3382320
2,SPAIN,689,700000,0.000010,1.25,1.11,0.15,0.160,4410230,0.70,0.60,133526,430482,379741,3466480
2,ARGENTINA,766,700000,0.000011,1.27,1.10,0.15,0.163,4329630,0.65,0.55,124118,432950,390254,3382310
2,SPAIN,690,700000,0.000010,1.25,1.11,0.15,0.160,4410210,0.70,0.60,133526,430482,379741,3466460
2,ARGENTINA,767,700000,0.000011,1.27,1.10,0.15,0.163,4329620,0.65,0.55,124118,432950,390254,3382300
2,SPAIN,691,700000,0.000010,1.25,1.11,0.15,0.160,4410190,0.70,0.60,133526,430482,379741,3466440
2,ARGENTINA,768,700000,0.000011,1.27,1.10,0.15,0.163,4329620,0.65,0.55,124118,432950,390254,3382300
2,SPAIN,692,700000,0.000010,1.25,1.11,0.15,0.160,4410160,0.70,0.60,133526,430482,379741,3466410
2,ARGENTINA,769,700000,0.000011,1.27,1.10,0.15,0.163,4329610,0.65,0.55,124118,432950,390254,3382290
2,SPAIN,693,700000,0.000010,1.25,1.11,0.15,0.160,4410140,0.70,0.60,133526,430482,379741,3466390
2,ARGENTINA,770,700000,0.000011,1.27,1.10,0.15,0.163,4329600,0.65,0.55,124118,432950,390254,3382280
2,SPAIN,694,700000,0.000010,1.25,1.11,0.15,0.160,4410120,0.70,0.60,133526,430482,379741,3466370
2,ARGENTINA,771,700000,0.000011,1.27,1.10,0.15,0.163,4329600,0.65,0.55,124118,432950,390254,3382280
2,SPAIN,695,700000,0.000010,1.25,1.11,0.15,0.160,4410090,0.70,0.60,133526,430482,379741,3466340
2,ARGENTINA,772,700000,0.000011,1.27,1.10,0.15,0.163,4329590,0.65,0.55,124118,432950,390254,3382270
2,SPAIN,696,700000,0.000010,1.25,1.11,0.15,0.160,4410070,0.70,0.60,133526,430482,379741,3466320
2,ARGENTINA,773,700000,0.000011,1.27,1.10,0.15,0.163,4329590,0.65,0.55,124118,432950,390254,3382260
2,SPAIN,697,700000,0.000010,1.25,1.11,0.15,0.160,4410050,0.70,0.60,133526,430482,379741,3466300
2,ARGENTINA,774,700000,0.000011,1.27,1.10,0.15,0.163,4329580,0.65,0.55,124118,432950,390254,3382260
2,SPAIN,698,700000,0.000010,1.25,1.11,0.15,0.160,4410030,0.70,0.60,133526,430482,379741,3466280
2,ARGENTINA,775,700000,0.000011,1.27,1.10,0.15,0.163,4329570,0.65,0.55,124118,432950,390254,3382250
2,SPAIN,699,700000,0.000010,1.25,1.11,0.15,0.160,4410010,0.70,0.60,133526,430482,379741,3466260
2,ARGENTINA,776,700000,0.000011,1.27,1.10,0.15,0.163,4329570,0.65,0.55,124118,432950,390254,3382250
2,SPAIN,700,700000,0.000010,1.25,1.11,0.15,0.160,4409990,0.70,0.60,133526,430482,379741,3466240
2,ARGENTINA,777,700000,0.000011,1.27,1.10,0.15,0.163,4329560,0.65,0.55,124118,432950,390254,3382240
2,SPAIN,701,700000,0.000010,1.25,1.11,0.15,0.160,4409970,0.70,0.60,133526,430482,379741,3466220
2,ARGENTINA,778,700000,0.000011,1.27,1.10,0.15,0.163,4329560,0.65,0.55,124118,432950,390254,3382240
2,SPAIN,702,700000,0.000010,1.25,1.11,0.15,0.160,4409950,0.70,0.60,133526,430482,379741,3466200
2,ARGENTINA,779,700000,0.000011,1.27,1.10,0.15,0.163,4329550,0.65,0.55,124118,432950,390254,3382230
2,SPAIN,703,700000,0.000010,1.25,1.11,0.15,0.160,4409930,0.70,0.60,133526,430482,379741,3466180
2,ARGENTINA,780,700000,0.000011,1.27,1.10,0.15,0.163,4329550,0.65,0.55,124118,432950,390254,3382220
2,SPAIN,704,700000,0.000010,1.25,1.11,0.15,0.160,4409910,0.70,0.60,133526,430482,379741,3466160
2,ARGENTINA,781,700000,0.000011,1.27,1.10,0.15,0.163,4329540,0.65,0.55,124118,432950,390254,3382220
2,SPAIN,705,700000,0.000010,1.25,1.11,0.15,0.160,4409890,0.70,0.60,133526,430482,379741,3466140
2,ARGENTINA,782,700000,0.000011,1.27,1.10,0.15,0.163,4329540,0.65,0.55,124118,432950,390254,3382210
2,SPAIN,706,700000,0.000010,1.25,1.11,0.15,0.160,4409870,0.70,0.60,133526,430482,379741,3466120
2,ARGENTINA,783,700000,0.000011,1.27,1.10,0.15,0.163,4329530,0.65,0.55,124118,432950,390254,3382210
2,SPAIN,707,700000,0.000010,1.25,1.11,0.15,0.160,4409850,0.70,0.60,133526,430482,379741,3466100
2,ARGENTINA,784,700000,0.000011,1.27,1.10,0.15,0.163,4329520,0.65,0.55,124118,432950,390254,3382200
2,SPAIN,708,700000,0.000010,1.25,1.11,0.15,0.160,4409830,0.70,0.60,133526,430482,379741,3466080
2,ARGENTINA,785,700000,0.000011,1.27,1.10,0.15,0.163,4329520,0.65,0.55,124118,432950,390254,3382200
2,SPAIN,709,700000,0.000010,1.25,1.11,0.15,0.160,4409810,0.70,0.60,133526,430482,379741,3466060
2,ARGENTINA,786,700000,0.000011,1.27,1.10,0.15,0.163,4329510,0.65,0.55,124118,432950,390254,3382190
2,SPAIN,710,700000,0.000010,1.25,1.11,0.15,0.160,4409790,0.70,0.60,133526,430482,379741,3466040
2,ARGENTINA,787,700000,0.000011,1.27,1.10,0.15,0.163,4329510,0.65,0.55,124118,432950,390254,3382190
2,SPAIN,711,700000,0.000010,1.25,1.11,0.15,0.160,4409780,0.70,0.60,133526,430482,379741,3466030
2,ARGENTINA,788,700000,0.000011,1.27,1.10,0.15,0.163,4329500,0.65,0.55,124118,432950,390254,3382180
2,SPAIN,712,700000,0.000010,1.25,1.11,0.15,0.160,4409760,0.70,0.60,133526,430482,379741,3466010
2,ARGENTINA,789,700000,0.000011,1.27,1.10,0.15,0.163,4329500,0.65,0.55,124118,432950,390254,3382180
